restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address,Popularity Score
Go Gharelu,"Takeaway, Delivery",3.1,67,250.0,Yes,No,"North Indian, Biryani",Marathahalli,Marathahalli,207.70000000000002
Go Italia,Casual Dining,4.0,777,750.0,Yes,No,"Italian, Pizza, Fast Food, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,3108.0
Go Native,"Casual Dining, Cafe",2.8,40,800.0,No,No,"Healthy Food, Cafe, Beverages",HSR,HSR,112.0
Goa 0 Km,Casual Dining,3.6,163,800.0,Yes,Yes,"Goan, Seafood, North Indian, Chinese, Biryani",Banashankari,Kumaraswamy Layout,586.8000000000001
Gobble Up Churros Cafe,Casual Dining,3.8,37,400.0,Yes,No,"Beverages, Cafe, Desserts, Spanish, Bakery",Brigade Road,Ulsoor,140.6
Gobi Corner,Quick Bites,3.6,21,200.0,No,No,Chinese,Rajajinagar,Rajajinagar,75.60000000000001
Gobi Gate,Quick Bites,3.2,8,200.0,No,No,Chinese,"Byresandra,Tavarekere,Madiwala",BTM,25.6
Godavari Delights,Casual Dining,3.0,11,400.0,Yes,No,South Indian,Electronic City,Electronic City,33.0
Godhavari,Casual Dining,3.3,4,1000.0,No,No,"Seafood, Andhra",Marathahalli,Marathahalli,13.2
Gods Own Cafe,Quick Bites,4.4,384,300.0,Yes,No,"South Indian, Kerala, Seafood","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,1689.6000000000001
Gogula's Sweets & Chats,"Sweet Shop, Quick Bites",4.0,201,200.0,Yes,No,"Mithai, Street Food, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,804.0
Gokul Kuteera,Casual Dining,3.9,257,650.0,Yes,No,"North Indian, Chinese, South Indian",Brigade Road,Indiranagar,1002.3
Gokul Veg,Casual Dining,3.8,469,750.0,Yes,No,"North Indian, Chinese, Beverages",Banashankari,Basavanagudi,1782.1999999999998
Gold Bean,Cafe,2.5,113,550.0,No,No,Cafe,HSR,HSR,282.5
Gold Line Breadz,"Bakery, Quick Bites",3.7,53,350.0,No,No,"Bakery, Fast Food, Desserts",Kalyan Nagar,Kammanahalli,196.10000000000002
Golden China,Quick Bites,3.6,22,300.0,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,79.2
Golden Food Palace,Quick Bites,2.9,18,450.0,No,No,"North Indian, Chinese",Whitefield,Whitefield,52.199999999999996
Golden Grill Restaurant,Casual Dining,3.5,18,550.0,No,No,"Arabian, Chinese, North Indian, Kerala, Seafood","Byresandra,Tavarekere,Madiwala",BTM,63.0
Golden Oak - La Marvella Sarovar Premiere Hotel,Casual Dining,3.9,371,1000.0,No,Yes,"North Indian, Continental, Chinese, South Indian",Jayanagar,Jayanagar,1446.8999999999999
Golden Paradise,Quick Bites,3.5,14,300.0,No,No,"North Indian, Chinese",Whitefield,Whitefield,49.0
Golden Restaurant,Casual Dining,3.4,409,750.0,Yes,Yes,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",HSR,1390.6
Golden Rice,Casual Dining,4.2,175,1000.0,Yes,No,"North Indian, Mughlai, Seafood, Chinese",Brookefield,Marathahalli,735.0
Goli Vada Pav No 1,Quick Bites,3.4,7,200.0,Yes,No,Street Food,Electronic City,Electronic City,23.8
Goli Vada Pav No. 1,Quick Bites,2.9,78,150.0,Yes,No,Street Food,Electronic City,Electronic City,226.2
Goli Vada Pav NO.1,Quick Bites,3.4,7,200.0,No,No,Street Food,Church Street,MG Road,23.8
Golkonda Chimney,Casual Dining,3.5,1824,850.0,Yes,Yes,"Biryani, North Indian, Mughlai",Marathahalli,Marathahalli,6384.0
Gongura,"Food Court, Casual Dining",2.6,51,500.0,No,No,"Andhra, North Indian, South Indian",Whitefield,Whitefield,132.6
Gongura Biriyani House,Quick Bites,2.8,40,250.0,Yes,No,"Andhra, Biryani",Kalyan Nagar,Nagawara,112.0
Good Bread,Bakery,3.6,14,300.0,No,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",JP Nagar,50.4
Good Food Kitchen,Delivery,3.4,7,400.0,No,No,North Indian,Bellandur,Sarjapur Road,23.8
Goodness! Beverages,Delivery,3.4,4,250.0,Yes,No,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala,13.6
Gooey & Fluffy,Delivery,2.8,40,200.0,No,No,"Desserts, Bakery",Bellandur,Bellandur,112.0
Goofy's,Pub,3.2,8,1000.0,No,No,Finger Food,Indiranagar,Indiranagar,25.6
Gopal Kabab Centre,Quick Bites,3.3,4,350.0,No,No,North Indian,Bannerghatta Road,JP Nagar,13.2
Gopi Ice Creams,Dessert Parlor,2.8,40,100.0,No,No,Ice Cream,Banashankari,Banashankari,112.0
Gorbandh,Quick Bites,4.0,84,400.0,Yes,No,"Fast Food, North Indian","Byresandra,Tavarekere,Madiwala",BTM,336.0
Gorilla Barfare,"Pub, Casual Dining",4.2,270,1400.0,No,No,"Continental, Pizza, Burger",Koramangala 4th Block,Koramangala 6th Block,1134.0
Gourmet,Casual Dining,3.5,12,800.0,No,No,"North Indian, Chinese, Continental, South Indian",Electronic City,Electronic City,42.0
Gourmet Food Truck,Food Truck,3.6,15,200.0,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",South Bangalore,54.0
Gowdaaa Mane Oota,Quick Bites,3.4,7,200.0,No,No,South Indian,Bellandur,Bellandur,23.8
Gowdara Hatti,Quick Bites,3.7,29,300.0,Yes,No,South Indian,Malleshwaram,Malleshwaram,107.30000000000001
Gowdara Naati Mane,Quick Bites,3.4,7,500.0,No,No,"South Indian, Biryani, Mangalorean",Brigade Road,Residency Road,23.8
Gowda's Biriyani Corner,Quick Bites,3.8,91,250.0,Yes,No,"North Indian, South Indian, Biryani",Rajajinagar,Vijay Nagar,345.8
Gowdru Hotel,Quick Bites,3.4,78,400.0,Yes,No,"South Indian, Biryani",Kalyan Nagar,Banaswadi,265.2
Gowdru Mane,Quick Bites,3.6,26,300.0,No,No,"Andhra, North Indian, Chinese",New BEL Road,New BEL Road,93.60000000000001
Gowdru Mane Bhaduta,Quick Bites,3.2,4,400.0,No,No,"North Indian, South Indian",Rajajinagar,Rajajinagar,12.8
Gowdru Mane Oota,Quick Bites,3.7,80,400.0,Yes,No,"South Indian, Andhra",Bannerghatta Road,JP Nagar,296.0
Gowdru Military Hotel,Quick Bites,3.2,5,300.0,No,No,"Biryani, South Indian",Bannerghatta Road,JP Nagar,16.0
Gowri Gajanand Sweets,Sweet Shop,4.0,63,300.0,Yes,No,"Mithai, Street Food",Brookefield,Brookefield,252.0
Gowri Sweets,Sweet Shop,3.3,4,300.0,No,No,"Mithai, Street Food",Koramangala 4th Block,Koramangala 8th Block,13.2
GR Foods,Quick Bites,2.8,40,350.0,Yes,No,"Andhra, Biryani","Byresandra,Tavarekere,Madiwala",BTM,112.0
Grab n Go - Aloft Hotel,Casual Dining,3.1,7,1000.0,No,No,"American, Fast Food",Whitefield,Whitefield,21.7
Graffitea,"Beverage Shop, Quick Bites",3.7,16,200.0,Yes,No,"Beverages, Fast Food",Bannerghatta Road,BTM,59.2
Gramin,Casual Dining,4.3,3447,600.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,14822.099999999999
Grand Chillies,Quick Bites,3.4,7,400.0,No,No,"North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",HSR,23.8
Grand Food,"Quick Bites, Bakery",3.4,8,250.0,Yes,No,"South Indian, Bakery, Chinese",Banashankari,Banashankari,27.2
Grand Gowdru Hotel,Casual Dining,3.4,31,700.0,Yes,No,"South Indian, North Indian, Chinese",Koramangala 4th Block,Koramangala 6th Block,105.39999999999999
Grand Hotel,Quick Bites,3.6,57,500.0,Yes,No,"Hyderabadi, Biryani",Marathahalli,Old Airport Road,205.20000000000002
Grand Spicy Restaurant,Casual Dining,3.6,34,700.0,No,No,"North Indian, Mughlai, Chinese",Church Street,Cunningham Road,122.4
Grand Sweets & Snacks,Sweet Shop,3.3,5,300.0,No,No,"Mithai, Fast Food",Malleshwaram,Malleshwaram,16.5
Grand Taj Durbar,Quick Bites,3.5,12,300.0,No,No,"North Indian, Chinese",Electronic City,Electronic City,42.0
Grand Village,Casual Dining,3.8,166,600.0,No,No,"North Indian, Rajasthani",Banashankari,Basavanagudi,630.8
Grandma's Recipe,"Takeaway, Delivery",3.9,51,400.0,No,No,"Biryani, Kebab, Kerala",Sarjapur Road,Sarjapur Road,198.9
GrannyzHut,Quick Bites,3.4,8,350.0,Yes,No,"Bengali, North Indian","Byresandra,Tavarekere,Madiwala",HSR,27.2
Granos De Cafe,Cafe,3.7,31,500.0,No,No,"Cafe, Beverages","Byresandra,Tavarekere,Madiwala",BTM,114.7
Grapevine,Cafe,4.1,732,1200.0,Yes,Yes,"Cafe, Continental, Italian, Beverages, Mediterranean","Byresandra,Tavarekere,Madiwala",HSR,3001.2
Grazers,Cafe,3.9,291,650.0,Yes,Yes,"Cafe, Burger, Continental, Italian, Desserts",Banashankari,Jayanagar,1134.8999999999999
Great Indian Rolls,Quick Bites,3.2,4,100.0,Yes,No,Rolls,Basavanagudi,Basavanagudi,12.8
Great Moments - Hotel Bangalore International,"Casual Dining, Bar",3.2,2,1100.0,No,No,Finger Food,Malleshwaram,Race Course Road,6.4
Green Chilly,Quick Bites,3.6,29,350.0,Yes,No,"North Indian, Chinese",Malleshwaram,Rajajinagar,104.4
Green Family Bar & Restaurant,Casual Dining,3.0,57,1000.0,No,No,"North Indian, Chinese, Andhra",Electronic City,Electronic City,171.0
Green G Juice Bar,Beverage Shop,3.5,37,200.0,Yes,No,"Beverages, Juices, Ice Cream",Indiranagar,Indiranagar,129.5
Green Gardenia,Casual Dining,3.8,160,700.0,Yes,No,"North Indian, Chinese",Banashankari,Banashankari,608.0
Green Go,Beverage Shop,2.8,40,200.0,Yes,No,"Beverages, Juices",Bannerghatta Road,Bannerghatta Road,112.0
Green Hotel,Quick Bites,2.8,40,200.0,No,No,"North Indian, Chinese",Bellandur,Sarjapur Road,112.0
Green Hyderabad Biryani House,Casual Dining,3.8,424,800.0,Yes,No,"Biryani, Hyderabadi, Andhra, North Indian",Brookefield,Whitefield,1611.1999999999998
Green Onion,Casual Dining,4.3,1187,550.0,No,No,Chinese,Brigade Road,Residency Road,5104.099999999999
Green Paprika,Casual Dining,3.3,7,1000.0,No,No,"North Indian, South Indian, Continental",Brigade Road,Church Street,23.099999999999998
Green Pepper,Casual Dining,3.8,259,600.0,Yes,No,"Seafood, South Indian, Chinese, Kerala",Indiranagar,Jeevan Bhima Nagar,984.1999999999999
Green Theory,"Casual Dining, Cafe",4.2,2838,800.0,Yes,Yes,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",Brigade Road,Residency Road,11919.6
Green Tree Garden Restaurant,Casual Dining,3.4,6,500.0,No,No,"Chinese, Hyderabadi, Mughlai, South Indian",Electronic City,Electronic City,20.4
Grigliato,Casual Dining,3.9,715,1000.0,Yes,No,"Italian, Chinese, Continental, Steak",Bellandur,HSR,2788.5
Grill 99 - The Ritz-Carlton,Fine Dining,3.4,12,4000.0,No,No,"Steak, Mediterranean, Grill",Lavelle Road,Residency Road,40.8
Grill Biryanis,Quick Bites,3.1,8,500.0,No,No,"Biryani, North Indian",Rajajinagar,Malleshwaram,24.8
Grill Hut,Quick Bites,3.6,83,350.0,Yes,No,"Fast Food, Rolls",Marathahalli,Kaggadasapura,298.8
Grill N Chill,Quick Bites,3.1,17,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,52.7
Grill On Wheels,Quick Bites,2.8,40,400.0,No,No,"North Indian, Chinese, BBQ, Arabian, Fast Food",Bannerghatta Road,JP Nagar,112.0
Grill Point,Quick Bites,2.9,30,500.0,Yes,No,"North Indian, Mughlai, Chinese",Whitefield,Whitefield,87.0
Grilliez,Cafe,4.1,564,600.0,Yes,No,"Cafe, Arabian, Continental, Turkish, Fast Food, Burger, Beverages",HSR,HSR,2312.3999999999996
Grillopia,Quick Bites,3.8,82,1000.0,Yes,No,"Burger, Pizza, Fast Food",Basavanagudi,BTM,311.59999999999997
Grills & Rolls,Quick Bites,2.5,321,400.0,Yes,No,"North Indian, Chinese, Fast Food, Rolls, Juices",Bannerghatta Road,JP Nagar,802.5
Grills And Tandoor,Casual Dining,3.6,107,900.0,Yes,Yes,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,385.2
Grits Cafe,Quick Bites,3.6,15,300.0,Yes,No,"Fast Food, Bakery",Rajajinagar,Magadi Road,54.0
Grow Fit,Delivery,3.8,36,500.0,Yes,No,"Healthy Food, North Indian, Thai",HSR,HSR,136.79999999999998
Grub Bucket,Delivery,3.3,4,300.0,Yes,No,"North Indian, Biryani, Fast Food",Kammanahalli,Rammurthy Nagar,13.2
Grub by 3G's,Casual Dining,3.3,4,1500.0,No,No,"Continental, North Indian",Malleshwaram,Malleshwaram,13.2
Grubbery,Cafe,4.1,637,700.0,Yes,No,"Cafe, American, Asian, European, Steak, Salad, Desserts",Malleshwaram,New BEL Road,2611.7
Grubhouse,"Casual Dining, Cafe",4.1,332,800.0,Yes,No,"Continental, Cafe, Steak",Indiranagar,Indiranagar,1361.1999999999998
Gruhalakshmi Home Foods,Sweet Shop,3.3,5,250.0,Yes,No,Mithai,"Byresandra,Tavarekere,Madiwala",Bommanahalli,16.5
Gud Dhani,Casual Dining,4.0,827,500.0,Yes,No,Rajasthani,Bannerghatta Road,BTM,3308.0
Gudguda Prime Cafe,Cafe,4.2,815,800.0,No,Yes,"Cafe, Continental, Chinese, Italian",Koramangala 4th Block,Koramangala 6th Block,3423.0
Gufha - The President Hotel,Casual Dining,4.1,1875,1200.0,Yes,Yes,"North Indian, Afghani, Mughlai",Banashankari,Jayanagar,7687.499999999999
Gujrati Mess,Mess,3.6,18,200.0,Yes,No,Gujarati,Bannerghatta Road,JP Nagar,64.8
Gulbarga Refreshment,Quick Bites,3.2,10,300.0,No,No,South Indian,Rajajinagar,Rajajinagar,32.0
Gullu's Chat,Quick Bites,3.6,600,250.0,Yes,No,"Fast Food, Street Food, Juices",Rajajinagar,Seshadripuram,2160.0
Gulp The Pulp,Delivery,3.7,19,200.0,Yes,No,"Beverages, Juices, Healthy Food","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,70.3
Gundappa Donne Biryani,Quick Bites,2.5,90,300.0,No,No,Biryani,Frazer Town,Indiranagar,225.0
Gundappa Donne Biryani Mane,Quick Bites,3.4,55,300.0,Yes,No,Biryani,Kalyan Nagar,Nagawara,187.0
Gundu Pulav,Quick Bites,3.3,4,400.0,No,No,Biryani,Jayanagar,Jayanagar,13.2
Guns N Roses,Quick Bites,3.6,19,300.0,Yes,No,"Fast Food, Biryani",Indiranagar,Ejipura,68.4
Guntur Royal Dine,Casual Dining,3.4,7,700.0,No,No,"North Indian, South Indian, Chinese",Electronic City,Electronic City,23.8
Gupshap,Quick Bites,3.5,5,300.0,No,No,South Indian,New BEL Road,New BEL Road,17.5
Guru Garden,Casual Dining,2.9,106,450.0,No,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,307.4
Guru Greens,Casual Dining,3.8,89,550.0,No,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,338.2
Guru Palace,Casual Dining,3.1,106,450.0,Yes,No,"Chinese, North Indian",Bannerghatta Road,Bannerghatta Road,328.6
Guru Paradise,Casual Dining,2.9,200,1000.0,No,Yes,"Chinese, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,580.0
Gurukrupa Paratha House,Casual Dining,3.1,330,500.0,Yes,No,"North Indian, Chinese",Indiranagar,Domlur,1023.0
Gustoes Beer House,Pub,4.1,868,1200.0,No,No,"Continental, Italian, Mexican, North Indian, Chinese, Steak",Banashankari,Banashankari,3558.7999999999997
Gusto's Pizza,Casual Dining,2.9,289,500.0,Yes,No,"Pizza, Italian",Sarjapur Road,Bellandur,838.1
Guzzlers Inn,Pub,3.9,951,1100.0,No,No,"North Indian, Chinese",Lavelle Road,Brigade Road,3708.9
Gyani Da Punjabi Dhaba,Quick Bites,3.9,1189,500.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,4637.099999999999
H3O,Bar,3.1,11,1000.0,No,No,"North Indian, Chinese",Indiranagar,Indiranagar,34.1
Haagen Dazs,Dessert Parlor,3.9,77,800.0,Yes,No,"Ice Cream, Desserts",Brigade Road,Koramangala 7th Block,300.3
Habib Shaheb Kolkatta Katti Rolls,Quick Bites,3.3,4,200.0,Yes,No,"Rolls, Chinese",Brookefield,Whitefield,13.2
Habibi Falafel,Quick Bites,4.3,219,300.0,Yes,No,"Lebanese, Middle Eastern","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,941.6999999999999
Habib's Biryani,Delivery,3.6,11,400.0,No,No,Biryani,Indiranagar,Indiranagar,39.6
Habitts,Quick Bites,3.7,61,350.0,Yes,No,"Fast Food, Burger, Italian, Beverages",Jayanagar,BTM,225.70000000000002
Hae Kum Gang,Casual Dining,4.4,1187,1100.0,No,Yes,"Korean, Chinese, Japanese",Brigade Road,Brigade Road,5222.8
Haji Ali Juice Centre,"Beverage Shop, Quick Bites",3.8,22,350.0,No,No,"Beverages, Cafe, Juices, Fast Food",Brigade Road,MG Road,83.6
Hakka Chinese Restaurant,Casual Dining,3.9,330,600.0,Yes,No,"Chinese, Thai","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,1287.0
Hakuna Matata,"Casual Dining, Bar",4.5,2781,1200.0,No,No,"North Indian, Asian, Seafood, Chinese",Bannerghatta Road,JP Nagar,12514.5
Haldiram's Express,Kiosk,3.6,44,300.0,No,No,North Indian,Residency Road,Brigade Road,158.4
Half & Half Food Box,Quick Bites,3.0,15,500.0,No,No,"North Indian, Chinese, Biryani",Sarjapur Road,Bellandur,45.0
Half Girlfriend,Quick Bites,2.8,40,600.0,Yes,No,"Biryani, North Indian, Chinese, Fast Food",Electronic City,Electronic City,112.0
Halli Donne Biryani Nati Style,Quick Bites,3.4,77,400.0,Yes,No,Biryani,Malleshwaram,Basaveshwara Nagar,261.8
Halli Jonne Biriyani,Quick Bites,4.2,380,400.0,No,No,"Biryani, Kebab",Basavanagudi,Jayanagar,1596.0
Halli Kitchen,Quick Bites,2.5,63,300.0,Yes,No,South Indian,Electronic City,Electronic City,157.5
Halli Mane,Quick Bites,3.2,5,300.0,Yes,No,South Indian,Brigade Road,Majestic,16.0
Halli Mane Badoota Hotel,Quick Bites,2.8,40,300.0,Yes,No,South Indian,Electronic City,Electronic City,112.0
Halli Mane Biriyani,Quick Bites,3.2,4,150.0,No,No,"South Indian, Biryani",Sarjapur Road,Sarjapur Road,12.8
Halli Mane Donne Biriyani,Quick Bites,4.1,87,400.0,Yes,No,"Biryani, Seafood",Malleshwaram,Rajajinagar,356.7
Halli Mane Food Court,Quick Bites,3.5,11,100.0,No,No,South Indian,Church Street,Frazer Town,38.5
Halli Mane MUDDE OOTA,Quick Bites,3.5,14,300.0,Yes,No,South Indian,Bannerghatta Road,JP Nagar,49.0
Halli Mane Rotti,Quick Bites,3.4,8,150.0,No,No,South Indian,Indiranagar,Indiranagar,27.2
Halli Oota,Casual Dining,3.3,6,450.0,No,No,"South Indian, Biryani",Brigade Road,St. Marks Road,19.799999999999997
Halli Rotti Manne,Quick Bites,3.4,9,100.0,No,No,South Indian,Jayanagar,Jayanagar,30.599999999999998
Halli Sogasu,Casual Dining,3.0,15,600.0,No,No,"South Indian, Andhra",Bannerghatta Road,Bannerghatta Road,45.0
Halo Chef,Delivery,3.9,144,500.0,Yes,No,North Indian,Koramangala 5th Block,Koramangala 4th Block,561.6
Ham Khim Chinese Fast Food,Quick Bites,3.1,7,300.0,No,No,Chinese,Electronic City,Electronic City,21.7
Hamara Kozhikode,Quick Bites,3.3,5,300.0,No,No,"Kerala, Juices",Electronic City,Electronic City,16.5
Hammered,"Bar, Casual Dining",2.8,40,1200.0,No,No,"North Indian, South Indian, Continental, Asian",HSR,HSR,112.0
Hamsa Sagar,Quick Bites,3.2,4,150.0,No,No,"South Indian, Chinese",Rajajinagar,Basaveshwara Nagar,12.8
Hamza,Casual Dining,3.9,161,500.0,No,No,"North Indian, Chinese",Brigade Road,Shivajinagar,627.9
Hanchi Thinnuva,Quick Bites,3.5,17,300.0,Yes,No,South Indian,Electronic City,Electronic City,59.5
Hanchina Mane Restaurant,Quick Bites,2.8,40,400.0,No,No,North Indian,Electronic City,Electronic City,112.0
Handi Biryani,Quick Bites,3.9,84,300.0,Yes,No,"Hyderabadi, Biryani",Brookefield,Marathahalli,327.59999999999997
Hang10 Resto N Cafe,Cafe,3.7,40,700.0,Yes,No,"Cafe, North Indian, Chinese",Koramangala 4th Block,BTM,148.0
Hangout Cafe,Cafe,3.6,14,400.0,Yes,No,"Cafe, Beverages",Kalyan Nagar,HBR Layout,50.4
Hangout Junction,Quick Bites,3.6,28,400.0,No,No,"North Indian, Chinese, South Indian",Whitefield,Whitefield,100.8
Hangouts @ Kashish Caterers,Delivery,3.4,10,400.0,Yes,No,"Biryani, Kebab",Bellandur,HSR,34.0
Hangover,"Bar, Casual Dining",4.0,1413,1500.0,Yes,Yes,"Thai, Chinese, North Indian, Continental, Steak",Indiranagar,Indiranagar,5652.0
Hangyo,Dessert Parlor,2.8,40,200.0,No,No,"Desserts, Ice Cream",Rajajinagar,Malleshwaram,112.0
Hanoi - Vietnamese Cuisine,Casual Dining,4.4,1796,1000.0,Yes,Yes,Vietnamese,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,7902.400000000001
Hanumanthanagar Biryani Junction,Quick Bites,3.5,17,300.0,No,No,South Indian,Banashankari,Banashankari,59.5
Happenwell Cafe Lounge,Quick Bites,2.8,40,300.0,No,No,"North Indian, Chinese, Continental, Seafood",Indiranagar,Indiranagar,112.0
Happiness Bars,Dessert Parlor,3.2,5,500.0,No,No,Desserts,JP Nagar,JP Nagar,16.0
Happy Belly Bakes,"Bakery, Cafe",4.1,252,350.0,Yes,No,"Bakery, Cafe",Frazer Town,Frazer Town,1033.1999999999998
Happy Brew,Lounge,4.0,2151,1000.0,No,Yes,"Continental, American, Chinese, BBQ, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,8604.0
Happy Chopsticks,Quick Bites,3.6,17,300.0,Yes,No,"Chinese, Fast Food",Banashankari,Basavanagudi,61.2
Happy Cups,Quick Bites,2.8,40,300.0,No,No,"Bakery, Cafe, Sandwich",Electronic City,Electronic City,112.0
Happy Days,Delivery,3.1,54,500.0,Yes,No,"Biryani, North Indian, South Indian",HSR,Bommanahalli,167.4
Happy Eat,Quick Bites,3.3,86,300.0,Yes,No,"Biryani, Chinese, North Indian",Brookefield,Marathahalli,283.8
Happy Eats,Delivery,2.8,40,300.0,Yes,No,"North Indian, Continental",Bannerghatta Road,JP Nagar,112.0
Happy Endings,"Bakery, Dessert Parlor",4.1,180,300.0,Yes,No,"Bakery, Desserts",Brookefield,"ITPL Main Road, Whitefield",737.9999999999999
Happy Fillings,Quick Bites,3.4,8,300.0,Yes,No,Chinese,Brigade Road,Ulsoor,27.2
Happy Hours,"Cafe, Dessert Parlor",3.8,24,400.0,No,No,"Cafe, Desserts",Malleshwaram,Seshadripuram,91.19999999999999
Happy House Restaurant,Casual Dining,3.1,41,600.0,No,No,"Kerala, North Indian, Italian, Thai",Sarjapur Road,Sarjapur Road,127.10000000000001
Happy Kitchen,Quick Bites,3.8,78,350.0,No,No,"North Indian, Chinese",Brookefield,Marathahalli,296.4
Happy Plate,Quick Bites,3.6,54,400.0,No,No,"North Indian, Chinese, South Indian, Fast Food",Koramangala 4th Block,Koramangala 6th Block,194.4
Happy Singh,Casual Dining,3.8,507,900.0,Yes,No,"Chinese, North Indian",Brookefield,Whitefield,1926.6
Hara Fine Dine,Casual Dining,4.0,633,800.0,Yes,Yes,"North Indian, Chinese",Banashankari,Banashankari,2532.0
Harbour 4,Quick Bites,2.8,40,400.0,No,No,"Chinese, Charcoal Chicken, North Indian",Sarjapur Road,Sarjapur Road,112.0
Hard Rock Cafe,"Casual Dining, Bar",4.5,5262,2500.0,No,Yes,"American, BBQ",Brigade Road,St. Marks Road,23679.0
Hare Krishna,Quick Bites,2.9,16,300.0,No,No,"North Indian, South Indian, Chinese",Rajajinagar,Majestic,46.4
Hari Super Sandwich,Quick Bites,3.9,13,100.0,Yes,No,"Sandwich, Fast Food",Bannerghatta Road,BTM,50.699999999999996
Harilal ka Bihari Dhaba,Dhaba,2.8,40,250.0,Yes,No,"North Indian, Bihari","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,112.0
Harima,Casual Dining,4.3,666,2000.0,No,Yes,Japanese,Brigade Road,Residency Road,2863.7999999999997
Harry's Bar + Cafe,"Casual Dining, Bar",4.2,1365,1400.0,Yes,Yes,"Asian, American, Mexican","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,5733.0
Harshi Super Sandwich,Quick Bites,3.8,148,150.0,No,No,"Fast Food, Street Food",Banashankari,Basavanagudi,562.4
Harvest Market,Food Court,3.6,19,500.0,No,No,"Continental, Pizza",Sarjapur Road,Bellandur,68.4
Hasee-E-Shan Makers Of Biryani,Casual Dining,3.5,15,500.0,Yes,No,"Biryani, Mughlai, North Indian",Brookefield,Whitefield,52.5
Hash Caff Restaurant,Quick Bites,3.4,10,300.0,No,No,"South Indian, Chinese",Sarjapur Road,Sarjapur Road,34.0
Hashery Family Restaurant,Casual Dining,3.3,11,600.0,Yes,No,"North Indian, South Indian, Arabian",Sarjapur Road,Sarjapur Road,36.3
